,,,TWINS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
ST JULIEN,4TH,1993,TALBOT,"5,0L",84,355,JERO,,,,,,
ST JULIEN,4TH,1993,TALBOT,"6,0L",84,420,Imperiale,,,,,,
ST JULIEN,4TH,1994,TALBOT,"1,5L",85,96,Mag,,,,,,
ST JULIEN,4TH,1994,TALBOT,"3,0L",85,210,Dmag,,,,,,
ST JULIEN,4TH,1994,TALBOT,"5,0L",85,355,JERO,,,,,,
ST JULIEN,4TH,1994,TALBOT,"6,0L",85,420,Imperiale,,,,,,
ST JULIEN,4TH,1998,TALBOT,"1,5L",88,135,Mag,,,,,,
ST JULIEN,4TH,2005,TALBOT,75cl,89,65,,,,,,,
ST JULIEN,4TH,2005,TALBOT,"37,5cl",89,33.5,Half,,,,,,
ST JULIEN,4TH,2006,TALBOT,75cl,88,50,,,,,,,
ST JULIEN,4TH,2009,TALBOT,75cl,91,50,,,,,,,
ST JULIEN,4TH,2010,TALBOT,75cl,94,50,,,,,,,
ST JULIEN,4TH,2011,TALBOT,75cl,90,37,,,,,,,
ST JULIEN,4TH,2011,TALBOT,"1,5L",90,90,Mag,2007,CONNETABLE DE TALBOT,"37,5cl",9.95,,half
ST JULIEN,4TH,2012,TALBOT,75cl,90,36,,2013,CONNETABLE DE TALBOT,75cl,14.75,,
ST JULIEN,CB,1998,GLORIA,75cl,85-86,32.5,,,,,,,
ST JULIEN,CB,1999,GLORIA,75cl,,32,,,,,,,
ST JULIEN,CB,2000,GLORIA,75cl,90,45,,,,,,,
ST JULIEN,CB,2009,GLORIA,75cl,93,40,,,,,,,
ST JULIEN,CB,2011,GLORIA,75cl,88,21.5,,,,,,,
ST JULIEN,CB,2012,GLORIA,75cl,88,21.6,,,,,,,
ST JULIEN,CB,2013,GLORIA,75cl,87-88,19.8,,,,,,,
ST JULIEN,CB,2012,LALANDE BORIE,75cl,86-88,14.5,,,,,,,
ST JULIEN,CB,2013,LALANDE BORIE,75cl,85-86,13.8,,,,,,,
MARGAUX,1RST,,,,,,,,,,,,
MARGAUX,1RST,1983,MARGAUX,75cl,96,560,,,,,,,
MARGAUX,1RST,1994,MARGAUX,75cl,91+,365,,,,,,,
MARGAUX,1RST,1998,MARGAUX,75cl,91,380,,,,,,,
MARGAUX,1RST,1999,MARGAUX,75cl,94,380,,,,,,,
MARGAUX,1RST,2001,MARGAUX,75cl,93,365,,2004,PAVILLON ROUGE,"37,5cl",62.5,,half
MARGAUX,1RST,2004,MARGAUX,75cl,93,355,,2005,PAVILLON ROUGE,75cl,130,,
MARGAUX,1RST,2011,MARGAUX,"6,0L",93,2880,Imperiale,2010,PAVILLON ROUGE,75cl,125,,
MARGAUX,1RST,2012,MARGAUX,75cl,95,339,,2011,PAVILLON ROUGE,75cl,110,,
MARGAUX,1RST,2013,MARGAUX,75cl,88-90,295,,2012,PAVILLON ROUGE,75cl,110,,
MARGAUX,2ND,1988,BRANE CANTENAC,75cl,,67,,,,,,,
MARGAUX,2ND,1988,BRANE CANTENAC,"1,5L",,150,Mag,,,,,,
MARGAUX,2ND,1997,BRANE CANTENAC,"1,5L",,78,Mag,,,,,,
MARGAUX,2ND,2000,BRANE CANTENAC,75cl,92,84,,,,,,,
MARGAUX,2ND,2001,BRANE CANTENAC,75cl,89,58,,,,,,,
MARGAUX,2ND,2003,BRANE CANTENAC,75cl,88,49.95,,,,,,,
MARGAUX,2ND,2005,BRANE CANTENAC,75cl,95,79,,,,,,,
MARGAUX,2ND,2006,BRANE CANTENAC,75cl,92,45,,,,,,,
MARGAUX,2ND,2008,BRANE CANTENAC,75cl,92,42,,,,,,,
MARGAUX,2ND,2009,BRANE CANTENAC,75cl,95,65,,,,,,,
MARGAUX,2ND,2010,BRANE CANTENAC,75cl,95+,65,,,,,,,
MARGAUX,2ND,2011,BRANE CANTENAC,75cl,90,38,,,,,,,
MARGAUX,2ND,2012,BRANE CANTENAC,75cl,91,38,,2012,BARON DE BRANE,75cl,14.5,,
MARGAUX,2ND,2013,BRANE CANTENAC,75cl,,31,,2013,BARON DE BRANE,75cl,12.75,,
MARGAUX,2ND,1961,DURFORT VIVENS,"5,0L",-,2400,JERO,,,,,,
MARGAUX,2ND,1982,DURFORT VIVENS,"5,0L",87,850,JERO,,,,,,
MARGAUX,2ND,1982,DURFORT VIVENS,"6,0L",87,999,Imperiale,,,,,,
MARGAUX,2ND,1990,DURFORT VIVENS,"5,0L",-,625,JERO,,,,,,
MARGAUX,2ND,2000,DURFORT VIVENS,75cl,88+,48,,,,,,,
MARGAUX,2ND,2005,DURFORT VIVENS,75cl,-,45,,,,,,,
MARGAUX,2ND,2003,LASCOMBES,"3,0L",94,240,Dmag,,,,,,
MARGAUX,2ND,2005,LASCOMBES,"1,5L",88+,140,Mag,,,,,,
MARGAUX,2ND,2006,LASCOMBES,"1,5L",90,130,Mag,,,,,,
MARGAUX,2ND,2006,LASCOMBES,"3,0L",90,260,Dmag,,,,,,
MARGAUX,2ND,2006,LASCOMBES,"6,0L",90,520,Imperiale,,,,,,
MARGAUX,2ND,2010,LASCOMBES,75cl,96,69,,,,,,,
MARGAUX,2ND,2010,LASCOMBES,"1,5L",96,150,Mag,,,,,,
MARGAUX,2ND,2010,LASCOMBES,"3,0L",96,300,Dmag,,,,,,
MARGAUX,2ND,2010,LASCOMBES,"6,0L",96,600,Imperiale,,,,,,
MARGAUX,2ND,2011,LASCOMBES,75cl,93,48,,,,,,,
MARGAUX,2ND,2012,LASCOMBES,75cl,94,44,,,,,,,
MARGAUX,2ND,1988,RAUZAN SEGLA,75cl,91,99,,,,,,,
MARGAUX,2ND,1988,RAUZAN SEGLA,"1,5L",91,195,Mag,,,,,,
MARGAUX,2ND,1988,RAUZAN SEGLA,"3,0L",91,405,Dmag,,,,,,
MARGAUX,2ND,1988,RAUZAN SEGLA,"5,0L",91,675,JERO,,,,,,
MARGAUX,2ND,1998,RAUZAN SEGLA,75cl,89,70,,,,,,,
MARGAUX,2ND,1998,RAUZAN SEGLA,"37,5cl",89,31.5,Half,,,,,,
MARGAUX,2ND,1998,RAUZAN SEGLA,"1,5L",89,138,Mag,,,,,,
MARGAUX,2ND,1999,RAUZAN SEGLA,75cl,88,70,,,,,,,
MARGAUX,2ND,1999,RAUZAN SEGLA,"1,5L",88,138,Mag,,,,,,
MARGAUX,2ND,2000,RAUZAN SEGLA,75cl,90,95,,,,,,,
MARGAUX,2ND,2001,RAUZAN SEGLA,75cl,89,70,,,,,,,
MARGAUX,2ND,2004,RAUZAN SEGLA,75cl,89,50,,,,,,,
MARGAUX,2ND,2005,RAUZAN SEGLA,75cl,93+,91,,,,,,,
MARGAUX,2ND,2005,RAUZAN SEGLA,"37,5cl",93+,44,Half,,,,,,
MARGAUX,2ND,2006,RAUZAN SEGLA,75cl,93,53,,,,,,,
MARGAUX,2ND,2008,RAUZAN SEGLA,75cl,90+,48,,,,,,,
MARGAUX,2ND,2009,RAUZAN SEGLA,75cl,95+,99,,,,,,,
MARGAUX,2ND,2010,RAUZAN SEGLA,75cl,89,84,,,,,,,
MARGAUX,2ND,2012,RAUZAN SEGLA,75cl,94+,48,,,,,,,
MARGAUX,2ND,2013,RAUZAN SEGLA,75cl,,38,,,,,,,
MARGAUX,2ND,2013,RAUZAN SEGLA,"37,5cl",,17.5,Half,,,,,,
MARGAUX,2ND,1995,RAUZAN GASSIES,75cl,85-87,38,,,,,,,
MARGAUX,3RD,2005,CANTENAC BROWN,75cl,87+,48,,,,,,,
MARGAUX,3RD,2009,CANTENAC BROWN,75cl,90,43.95,,,,,,,
MARGAUX,3RD,1995,GISCOURS,75cl,,53,,,,,,,
MARGAUX,3RD,1996,GISCOURS,75cl,,53,,,,,,,
MARGAUX,3RD,2009,GISCOURS,75cl,94,52,,,,,,,
MARGAUX,3RD,2010,GISCOURS,75cl,91,49,,,,,,,
MARGAUX,3RD,2012,GISCOURS,75cl,90,33,,,,,,,
MARGAUX,3RD,2012,GISCOURS,"37,5cl",90,16.5,Half,,,,,,
MARGAUX,3RD,2013,GISCOURS,75cl,,27,,,,,,,
MARGAUX,3RD,1981,ISSAN,75cl,,65,,,,,,,
MARGAUX,3RD,1981,ISSAN,"1,5L",,113,Mag,,,,,,
MARGAUX,3RD,1988,ISSAN,75cl,,58,,,,,,,
MARGAUX,3RD,1988,ISSAN,"1,5L",,117,Mag,,,,,,
MARGAUX,3RD,1994,ISSAN,"5,0L",83-85,291,JERO,,,,,,
MARGAUX,3RD,1996,ISSAN,75cl,88,60,,,,,,,
MARGAUX,3RD,2006,ISSAN,75cl,94,58,,,,,,,
MARGAUX,3RD,2007,ISSAN,"1,5L",88,70,Mag,,,,,,
MARGAUX,3RD,2009,ISSAN,75cl,93,53,,,,,,,
MARGAUX,3RD,2010,ISSAN,75cl,95,53,,1997,BLASON D ISSAN,"1,5L",29.9,,Mag
MARGAUX,3RD,2011,ISSAN,75cl,88,37,,1998,BLASON D ISSAN,"1,5L",38,,Mag
MARGAUX,3RD,2012,ISSAN,75cl,95,40,,2013,BLASON D ISSAN,"37,5cl",7.25,,half
MARGAUX,3RD,2013,ISSAN,75cl,,26.5,,2013,BLASON D ISSAN,75cl,13.8,,90
MARGAUX,3RD,,ISSAN LUXURY CASE 00/05/06/08/09/10,75cl,,470,,2013,MOULIN D ISSAN,75cl,6.6,,
MARGAUX,3RD,1996,KIRWAN,75cl,88,55,,,,,,,
MARGAUX,3RD,1999,KIRWAN,75cl,89,45,,,,,,,
MARGAUX,3RD,2000,KIRWAN,75cl,90,60,,,,,,,
MARGAUX,3RD,2005,KIRWAN,75cl,90+,65,,,,,,,
MARGAUX,3RD,2006,KIRWAN,75cl,88,36,,,,,,,
MARGAUX,3RD,2009,KIRWAN,75cl,92+,48,,,,,,,
MARGAUX,3RD,2010,KIRWAN,75cl,92+,40.5,,,,,,,
MARGAUX,3RD,2011,KIRWAN,75cl,89+,29,,,,,,,
MARGAUX,3RD,2012,KIRWAN,75cl,90+,28,,,,,,,
MARGAUX,3RD,2013,KIRWAN,75cl,,21.6,,,,,,,
MARGAUX,3RD,1986,MALESCOT SAINT EXUPERY,75cl,,60,,,,,,,
MARGAUX,3RD,1995,MALESCOT SAINT EXUPERY,75cl,90,60,,,,,,,
MARGAUX,3RD,1996,MALESCOT SAINT EXUPERY,75cl,90,60,,,,,,,
MARGAUX,3RD,2003,MALESCOT SAINT EXUPERY,75cl,91,55,,,,,,,
MARGAUX,3RD,2004,MALESCOT SAINT EXUPERY,75cl,90,45,,,,,,,
MARGAUX,3RD,2005,MALESCOT SAINT EXUPERY,75cl,96,110,,,,,,,
MARGAUX,3RD,2010,MALESCOT SAINT EXUPERY,75cl,95,68,,,,,,,
MARGAUX,3RD,2011,MALESCOT SAINT EXUPERY,75cl,90,32.5,,,,,,,
MARGAUX,3RD,2011,MALESCOT SAINT EXUPERY,"3,0L",90,140,Dmag,,,,,,
MARGAUX,3RD,2011,MALESCOT SAINT EXUPERY,"6,0L",90,260,Imperiale,,,,,,
MARGAUX,3RD,2012,MALESCOT SAINT EXUPERY,75cl,93,32,,,,,,,
MARGAUX,3RD,2013,MALESCOT SAINT EXUPERY,75cl,,27.6,,2010,LA DAME DE MALESCOT,75cl,19.5,,
MARGAUX,3RD,1985,PALMER,75cl,88,186,,,,,,,
MARGAUX,3RD,1988,PALMER,75cl,88,180,,,,,,,
MARGAUX,3RD,1990,PALMER ex-château,75cl,92,285,,,,,,,
MARGAUX,3RD,1993,PALMER,"5,0L",,730,JERO,,,,,,
MARGAUX,3RD,1993,PALMER,"6,0L",,875,Imperiale,,,,,,
MARGAUX,3RD,1995,PALMER,75cl,94,220,,,,,,,
MARGAUX,3RD,1996,PALMER,75cl,93,199,,,,,,,
MARGAUX,3RD,1998,PALMER,75cl,,210,,,,,,,
MARGAUX,3RD,2001,PALMER,75cl,93,175,,,,,,,
MARGAUX,3RD,2002,PALMER,75cl,92,145,,,,,,,
MARGAUX,3RD,2004,PALMER,75cl,94,160,,,,,,,
MARGAUX,3RD,2005,PALMER,75cl,98,275,,,,,,,
MARGAUX,3RD,2006,PALMER,75cl,94,160,,2006,ALTER EGO DE PALMER,"1,5L",110,,Mag
MARGAUX,3RD,2008,PALMER,75cl,94,160,,2006,ALTER EGO DE PALMER,75cl,55,,
MARGAUX,3RD,,PALMER HISTORICAL L.13,75cl,,150,,2013,ALTER EGO DE PALMER,75cl,36,,
MARGAUX,4TH,2009,MARQUIS DE TERME  ,75cl,89,27,,,,,,,
MARGAUX,4TH,1985,PRIEURE LICHINE,"5,0L",84,455,JERO,,,,,,
MARGAUX,4TH,1996,PRIEURE LICHINE,"5,0L",86,325,JERO,,,,,,
MARGAUX,4TH,1998,PRIEURE LICHINE,"37,5cl",87,18,Half,,,,,,
MARGAUX,4TH,2000,PRIEURE LICHINE,75cl,90,48,,,,,,,
MARGAUX,4TH,2001,PRIEURE LICHINE,75cl,89,35,,,,,,,
MARGAUX,4TH,2009,PRIEURE LICHINE,75cl,93,39.5,,,,,,,
MARGAUX,4TH,2010,PRIEURE LICHINE,75cl,92,38.5,,,,,,,
MARGAUX,4TH,2010,PRIEURE LICHINE,"37,5cl",92,19.75,Half,,,,,,
MARGAUX,4TH,2012,PRIEURE LICHINE,75cl,91,22.8,,,,,,,
MARGAUX,5TH,1982,DAUZAC,75cl,,69,,,,,,,
MARGAUX,5TH,2009,DAUZAC,75cl,92,35,,,,,,,
MARGAUX,5TH,2006,TERTRE,75cl,,28.5,,,,,,,
MARGAUX,CB,1989,LABEGORCE  ,"3,0L",,136,Dmag,,,,,,
MARGAUX,CB,1990,LABEGORCE  ,"3,0L",,136,Dmag,,,,,,
MARGAUX,CB,2004,LABEGORCE  ,"1,5L",,38,Mag,,,,,,
MEDOC etc,3RD,1996,LA LAGUNE ,75cl,86,50,,,,,,,
MEDOC etc,3RD,1998,LA LAGUNE ,75cl,83-85,40,,,,,,,
MEDOC etc,3RD,1999,LA LAGUNE ,"1,5L",,72,Mag,,,,,,
MEDOC etc,3RD,2002,LA LAGUNE ,75cl,87,37,,,,,,,
MEDOC etc,3RD,2006,LA LAGUNE ,75cl,91,36,,,,,,,
MEDOC etc,3RD,2007,LA LAGUNE ,75cl,90,32,,,,,,,
MEDOC etc,3RD,2009,LA LAGUNE ,75cl,95,50,,,,,,,
MEDOC etc,3RD,2010,LA LAGUNE ,75cl,94,46,,,,,,,
MEDOC etc,3RD,2011,LA LAGUNE ,75cl,89,34.5,,,,,,,
MEDOC etc,3RD,2012,LA LAGUNE ,75cl,90,34.8,,,,,,,
MEDOC etc,3RD,2013,LA LAGUNE ,75cl,,26,,,,,,,
MEDOC etc,5TH,1989,CAMENSAC,75cl,-,35,,,,,,,
MEDOC etc,5TH,2009,CAMENSAC,75cl,89,25,,,,,,,
MEDOC etc,5TH,2010,CAMENSAC,75cl,87,21,,,,,,,
MEDOC etc,5TH,1988,CANTEMERLE Ex-Château,75cl,86,45,,,,,,,
MEDOC etc,5TH,1996,CANTEMERLE Ex-Château,75cl,87,39.95,,,,,,,
MEDOC etc,5TH,1996,CANTEMERLE,"1,5L",87,79.95,Mag,,,,,,
MEDOC etc,5TH,2000,CANTEMERLE,75cl,88,38,,,,,,,
MEDOC etc,5TH,2001,CANTEMERLE,75cl,87,26,,,,,,,
MEDOC etc,5TH,2001,CANTEMERLE,"3,0L",87,135,Dmag,,,,,,
MEDOC etc,5TH,2004,CANTEMERLE,75cl,87,24,,,,,,,
MEDOC etc,5TH,2005,CANTEMERLE,"37,5cl",89,16,Half,,,,,,
MEDOC etc,5TH,2009,CANTEMERLE,75cl,91+,26,,,,,,,
MEDOC etc,5TH,2012,CANTEMERLE,75cl,88,18,,,,,,,
MEDOC etc,5TH,2013,CANTEMERLE,75cl,,16.8,,2012,ALLEES DE CANTEMERLE,75cl,8.95,,
MEDOC etc,CB,2010,BERNADOTTE,75cl,89,12.5,,,,,,,
MEDOC etc,CB,2011,CHASSE SPLEEN,75cl,,19.5,,,,,,,
MEDOC etc,CB,2012,CHASSE SPLEEN,75cl,,19,,,,,,,
MEDOC etc,CB,2013,CHASSE SPLEEN,75cl,,17.5,,,,,,,
MEDOC etc,CB,2010,LANESSAN,75cl,87,12.5,,,,,,,
MEDOC etc,CB,2011,LANESSAN,75cl,,8.95,,,,,,,
MEDOC etc,CB,2013,POTENSAC,75cl,,12,,,,,,,
MEDOC etc,CB,2013,POUJEAUX,75cl,,15.6,,,,,,,
MEDOC etc,CB,2002,SOCIANDO MALLET,75cl,,25,,,,,,,
MEDOC etc,CB,2007,SOCIANDO MALLET,75cl,-,21,,,,,,,
MEDOC etc,CB,2009,SOCIANDO MALLET,75cl,90,27.5,,,,,,,
MEDOC etc,CB,2011,SOCIANDO MALLET,75cl,91,19.7,,,,,,,
P.LEOGNAN,1RST,1983,HAUT BRION,75cl,88,335,,,,,,,
P.LEOGNAN,1RST,1990,HAUT BRION,75cl,90,595,,,,,,,
P.LEOGNAN,1RST,1996,HAUT BRION,75cl,92,360,,,,,,,
P.LEOGNAN,1RST,1998,HAUT BRION,"1,5L",96,825,Mag,,,,,,
P.LEOGNAN,1RST,2001,HAUT BRION,75cl,94,359,,,,,,,
P.LEOGNAN,1RST,2003,HAUT BRION,75cl,95,345,,,,,,,
P.LEOGNAN,1RST,2004,HAUT BRION ex-château,75cl,95,335,,,,,,,
P.LEOGNAN,1RST,2008,HAUT BRION,75cl,95,345,,,,,,,
P.LEOGNAN,1RST,2011,HAUT BRION,"6,0L",95,2800,Imperiale,2005,BAHANS HAUT BRION,75cl,95,,89
P.LEOGNAN,1RST,2012,HAUT BRION,75cl,98,335,,2008,CLARENCE HAUT BRION,75cl,72,,
P.LEOGNAN,1RST,2013,HAUT BRION WHITE,75cl,,600,Blanc,2013,CLARTE DE HAUT BRION,75cl,60,,
P.LEOGNAN,CC,1990,LA MISSION HAUT BRION,75cl,99,495,,,,,,,
P.LEOGNAN,CC,1994,LA MISSION HAUT BRION,75cl,92,145,,,,,,,
P.LEOGNAN,CC,1995,LA MISSION HAUT BRION,75cl,95+,210,,,,,,,
P.LEOGNAN,CC,1998,LA MISSION HAUT BRION ex-château,75cl,98,260,,2009,CHAPELLE DE LA MISSION ,75cl,66,,91
P.LEOGNAN,,1999,LA MISSION HAUT BRION,75cl,91,175,,2011,CHAPELLE DE LA MISSION ,75cl,41,,88
P.LEOGNAN,CC,2008,LA MISSION HAUT BRION,75cl,95,150,,2012,CHAPELLE DE LA MISSION ,75cl,36,,87-88
P.LEOGNAN,CC,2004,LA MISSION HAUT BRION,75cl,90,145,,2012,CHAPELLE DE LA MISSION ,"37,5cl",18.5,,half
P.LEOGNAN,CC,2009,LA MISSION HAUT BRION,75cl,100,525,,2013,CHAPELLE DE LA MISSION ,75cl,29.95,,
P.LEOGNAN,CC,1988,CARBONNIEUX ,75cl,,57,,,,,,,
P.LEOGNAN,CC,1989,CARBONNIEUX ,75cl,,59,,,,,,,
P.LEOGNAN,CC,2014,CARBONNIEUX WHITE,75cl,,19.95,Blanc,,,,,,
P.LEOGNAN,CC,1989,DOMAINE DE CHEVALIER ,75cl,89,75,,,,,,,
P.LEOGNAN,CC,1999,DOMAINE DE CHEVALIER ,75cl,88,50,,,,,,,
P.LEOGNAN,CC,2000,DOMAINE DE CHEVALIER ,75cl,91,75,,,,,,,
P.LEOGNAN,CC,2006,DOMAINE DE CHEVALIER ,75cl,92,48,,,,,,,
P.LEOGNAN,CC,2009,DOMAINE DE CHEVALIER ,75cl,95,60,,,,,,,
P.LEOGNAN,CC,2010,DOMAINE DE CHEVALIER ,75cl,95,58,,,,,,,
P.LEOGNAN,CC,2011,DOMAINE DE CHEVALIER ,75cl,94,38,,,,,,,
P.LEOGNAN,CC,2012,DOMAINE DE CHEVALIER ,75cl,92+,36,,,,,,,
P.LEOGNAN,CC,2013,DOMAINE DE CHEVALIER ,75cl,,28,,,,,,,
P.LEOGNAN,CC,2013,DOMAINE DE CHEVALIER WHITE,75cl,,60,Blanc,,,,,,
P.LEOGNAN,CC,1998,FIEUZAL,"37,5cl",89,14.5,Half,,,,,,
P.LEOGNAN,CC,2002,FIEUZAL,75cl,,27.2,,,,,,,
P.LEOGNAN,CC,2002,FIEUZAL,"37,5cl",89,12.5,Half,,,,,,
P.LEOGNAN,CC,2003,FIEUZAL,75cl,,24.5,,,,,,,
P.LEOGNAN,CC,2004,FIEUZAL,"37,5cl",89,14.95,Half,,,,,,
P.LEOGNAN,CC,2012,FIEUZAL,75cl,89+,22.5,,,,,,,
P.LEOGNAN,CC,1998,HAUT BAILLY,75cl,88,85,,,,,,,
P.LEOGNAN,CC,2002,HAUT BAILLY,75cl,90,45,,,,,,,
P.LEOGNAN,CC,2007,HAUT BAILLY,75cl,90,42,,,,,,,
P.LEOGNAN,CC,2008,HAUT BAILLY,75cl,96,79,,,,,,,
P.LEOGNAN,CC,2010,HAUT BAILLY,75cl,98,108,,,,,,,
P.LEOGNAN,CC,2011,HAUT BAILLY,75cl,94+,53,,,,,,,
P.LEOGNAN,CC,2011,HAUT BAILLY,"3,0L",94+,225,Dmag,2006,PARDES DE HAUT BAILLY,"1,5L",39.95,,Mag
P.LEOGNAN,CC,2013,HAUT BAILLY,75cl,,39.6,,2010,PARDES DE HAUT BAILLY,"1,5L",54,,Mag
P.LEOGNAN,CC,2003,HAUT BERGEY,75cl,,14,,,,,,,
P.LEOGNAN,CC,2004,HAUT BERGEY,75cl,90,16.9,,,,,,,
P.LEOGNAN,CC,2011,HAUT BERGEY,75cl,88,14.95,,,,,,,
P.LEOGNAN,CC,2010,LES CARMES HAUT BRION,75cl,90,48,,,,,,,
P.LEOGNAN,CC,2011,LES CARMES HAUT BRION,75cl,92,44,,2012,CLOS DES CARMES HAUT BRION,"37,5cl",6.5,,half
P.LEOGNAN,CC,1999,MALARTIC LAGRAVIERE,"3,0L",90,194,Dmag,,,,,,
P.LEOGNAN,CC,1999,MALARTIC LAGRAVIERE,"5,0L",90,320,JERO,,,,,,
P.LEOGNAN,CC,2004,MALARTIC LAGRAVIERE,"6,0L",89,315,Imperiale,,,,,,
P.LEOGNAN,CC,2009,MALARTIC LAGRAVIERE,75cl,92+,42,,,,,,,
P.LEOGNAN,CC,2010,MALARTIC LAGRAVIERE,75cl,94,39.5,,,,,,,
P.LEOGNAN,CC,1990,OLIVIER,75cl,85,45,,,,,,,
P.LEOGNAN,CC,2005,OLIVIER,75cl,88,23,,,,,,,
P.LEOGNAN,CC,1995,PAPE CLEMENT ROUGE ,75cl,89,85,,,,,,,
P.LEOGNAN,CC,2004,PAPE CLEMENT ROUGE ,"1,5L",91,130,Mag,,,,,,
P.LEOGNAN,CC,2008,PAPE CLEMENT ROUGE ,75cl,95,66,,,,,,,
P.LEOGNAN,CC,2011,PAPE CLEMENT ROUGE ,75cl,96,59,,2013,CLEMENTIN DE PAPE CLEMENT,75cl,16.1,,
P.LEOGNAN,CC,2013,PAPE CLEMENT ROUGE ,75cl,,49,,2013,CLEMENTIN DE PAPE CLEMENT,"1,5L",60,,Mag
P.LEOGNAN,CC,2008,SMITH HAUT LAFITTE,"6,0L",92,475,Imperiale,,,,,,
P.LEOGNAN,CC,2011,SMITH HAUT LAFITTE RED,75cl,94+,49.5,,,,,,,
P.LEOGNAN,CC,2012,SMITH HAUT LAFITTE RED,75cl,95,55,,,,,,,
P.LEOGNAN,CC,2013,SMITH HAUT LAFITTE RED,75cl,,38.4,,2013,PETIT HAUT LAFITTE ,75cl,13.5,,
P.LEOGNAN,CC,2012,SEGUIN,75cl,91,16.8,,,,,,,
ST EMILION,1RST A,1978,AUSONE,75cl,89,330,,,,,,,
ST EMILION,1RST A,1994,AUSONE,75cl,,325,,,,,,,
ST EMILION,1RST A,1996,AUSONE,75cl,93,425,,,,,,,
ST EMILION,1RST A,2004,AUSONE,75cl,94+,395,,2011,CHAPELLE D'AUSONE,"1,5L",199,,91
ST EMILION,1RST A,2012,AUSONE,75cl,96+,450,,2012,CHAPELLE D'AUSONE,75cl,100,,
ST EMILION,1RST A,2013,AUSONE,75cl,,350,,2013,CHAPELLE D'AUSONE,75cl,90,,
ST EMILION,1RST A,1986,CHEVAL BLANC,75cl,89,390,,,,,,,
ST EMILION,1RST A,1988,CHEVAL BLANC,75cl,88,390,,,,,,,
ST EMILION,1RST A,1999,CHEVAL BLANC,75cl,93,350,,,,,,,
ST EMILION,1RST A,2001,CHEVAL BLANC,75cl,93,350,,,,,,,
ST EMILION,1RST A,2005,CHEVAL BLANC,75cl,100,680,,,,,,,
ST EMILION,1RST A,2006,CHEVAL BLANC,75cl,95,390,,,,,,,
ST EMILION,1RST A,2012,CHEVAL BLANC,75cl,94-96,350,,,,,,,
ST EMILION,1RST A,2013,CHEVAL BLANC,75cl,,295,,,,,,,
ST EMILION,1RST A,2005,PAVIE,75cl,100,375,,,,,,,
ST EMILION,1RST A,2006,PAVIE,75cl,95,190,,,,,,,
ST EMILION,1RST A,2011,PAVIE,75cl,95+,165,,,,,,,
ST EMILION,1RST A,2012,PAVIE,75cl,95,250,,,,,,,
ST EMILION,1RST A,2013,PAVIE,75cl,,159,,,,,,,
ST EMILION,1RST B,2000,BEAUSEJOUR BECOT,75cl,92,68,,,,,,,
ST EMILION,1RST B,2009,BEAUSEJOUR BECOT,75cl,94+,55,,,,,,,
ST EMILION,1RST B,2010,BEAUSEJOUR BECOT,75cl,93+,55,,,,,,,
ST EMILION,1RST B,2013,BEAUSEJOUR BECOT,75cl,93+,28.8,,,,,,,
ST EMILION,1RST B,2001,BEAUSEJOUR DUFFAU,75cl,90,45,,,,,,,
ST EMILION,1RST B,2002,BEAUSEJOUR DUFFAU,75cl,88,35,,,,,,,
ST EMILION,1RST B,2004,BEAUSEJOUR DUFFAU,75cl,90,33,,,,,,,
ST EMILION,1RST B,2008,BEAUSEJOUR DUFFAU,75cl,89+,36,,,,,,,
ST EMILION,1RST B,1986,CANON  ,75cl,89,75,,,,,,,
ST EMILION,1RST B,1999,CANON  ,75cl,87,58,,,,,,,
ST EMILION,1RST B,2006,CANON  ,75cl,90,45,,,,,,,
ST EMILION,1RST B,2008,CANON  ,75cl,90,45,,,,,,,
ST EMILION,1RST B,2008,CANON  ,"37,5cl",90,21.5,Half,,,,,,
ST EMILION,1RST B,2013,CANON  ,75cl,90,32.4,,,,,,,
ST EMILION,1RST B,,,,,,,2010,CLOSERIE DE FOURTET,75cl,17.95,,
ST EMILION,1RST B,2011,CLOS FOURTET  ,75cl,93,62,,2012,CLOSERIE DE FOURTET,75cl,14.5,,
ST EMILION,1RST B,2013,CLOS FOURTET  ,75cl,,47,,2013,CLOSERIE DE FOURTET,75cl,13.5,,
ST EMILION,1RST B,2008,FIGEAC,75cl,,75,,,,,,,
ST EMILION,1RST B,2008,FIGEAC,"1,5L",,148,Mag,,,,,,
ST EMILION,1RST B,2008,FIGEAC,"3,0L",,329,Dmag,,,,,,
ST EMILION,1RST B,2008,FIGEAC,"5,0L",,533,JERO,,,,,,
ST EMILION,1RST B,2008,FIGEAC,"6,0L",,636,Imperiale,,,,,,
ST EMILION,1RST B,2012,FIGEAC,75cl,91+,59,,,,,,,
ST EMILION,1RST B,2013,FIGEAC,75cl,,52,,,,,,,
ST EMILION,1RST B,2013,FIGEAC,"37,5cl",,25,Half,2008,GRANGENEUVE DE FIGEAC,75cl,19.9,,
ST EMILION,1RST B,1995,GAFFELIERE (LA),75cl,87,55,,,,,,,
ST EMILION,1RST B,1999,GAFFELIERE (LA),75cl,89,43,,,,,,,
ST EMILION,1RST B,2010,GAFFELIERE (LA),75cl,95+,68,,,,,,,
